StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q16,Q12,Q13,Q14
2020-09-18 09:44:52,2020-09-18 09:46:00,IP Address,156.146.50.198,100,68,True,2020-09-18 09:46:00,R_33BcIvX5zV21j8O,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Lower costs when it comes to energy consumption and the reduction of my overall carbon footprint.,Competitive pricing.,29,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
2020-09-18 11:38:02,2020-09-18 11:41:29,IP Address,99.10.77.175,100,207,True,2020-09-18 11:41:29,R_3hrz4hRt9m1JUUY,,,,,34.1056976318359375,-118.3285980224609375,anonymous,EN,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,"I drive a Jeep Wrangler, so not spending so much on gas! ","They aren't very many options when you go shopping for one. ",28,Female,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,California,Los Angeles,No
2020-09-18 11:57:39,2020-09-18 12:00:31,IP Address,99.190.125.84,100,172,True,2020-09-18 12:00:32,R_2q7slEAgBlGbt7t,,,,,42.2852935791015625,-87.9532012939453125,anonymous,EN,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Saving gas, tech ology","Assurance of safety and reliability ",43,Male,Some College,"$120,000 - $160,000",Suburban,Yes,Il,"Mundelein ",Yes
2020-09-18 12:08:36,2020-09-18 12:11:18,IP Address,73.246.172.76,100,162,True,2020-09-18 12:11:18,R_DPguny1G32cLS3n,,,,,41.8040008544921875,-87.707000732421875,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,,Charging station availability,31,Male,Bachelor's Degree,,Urban,Yes,IL,Chicago,No
2020-09-18 12:10:16,2020-09-18 12:11:44,IP Address,103.252.202.176,100,88,True,2020-09-18 12:11:44,R_UEX1n6cn71Z5qlH,,,,,1.3256988525390625,103.910888671875,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Environmental and less money spent on petrol,Available charging stations around,31,Female,Bachelor's Degree,"$120,000 - $160,000",Urban,No,,,No
2020-09-18 13:43:44,2020-09-18 13:45:54,IP Address,24.13.62.65,100,129,True,2020-09-18 13:45:54,R_2WIocOyp4P9xGlv,,,,,41.9456939697265625,-87.7393035888671875,anonymous,EN,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Disagree,"Low maintenance ",Charging network,28,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,IL,Chicago,Yes
2020-09-18 14:55:58,2020-09-18 14:57:41,IP Address,207.229.136.40,100,103,True,2020-09-18 14:57:42,R_xhfxMH6UgwXykLv,,,,,42.035400390625,-87.73699951171875,anonymous,EN,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Disagree,Agree,Reduced carbon footprint. No more buying gas.,"Efficiency and issues with potential environmental hazards with the use of batteries ",30,Male,Doctorate Degree,"$40,000 - 80,000",Suburban,Yes,Illinois,Chicago,No
2020-09-18 15:42:59,2020-09-18 15:46:09,IP Address,154.21.212.7,100,190,True,2020-09-18 15:46:09,R_1IxVMfkuJsoRINt,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,"Low per/mile costs, home recharging, awesome cars overall. ","Limited range and ability to conveniently recharge on long trips. Maintenance costs and low resale value. ",30,Male,Bachelor's Degree,"$80,000 - 120,000",Suburban,Yes,CA,Palo Alto,No
2020-09-18 15:49:05,2020-09-18 15:51:06,IP Address,172.58.142.157,100,120,True,2020-09-18 15:51:06,R_1o6jff59J7Y7eHo,,,,,41.9904937744140625,-87.66790008544921875,anonymous,EN,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,The fact that I don’t have to pump gas in it.,Aesthetic,28,Female,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,IL,Chicago,No
2020-09-18 15:54:29,2020-09-18 15:56:31,IP Address,75.150.254.241,100,121,True,2020-09-18 15:56:31,R_ptwx1lrQWTrHK7f,,,,,41.5872955322265625,-87.5102996826171875,anonymous,EN,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Reducing my carbon footprint while also spending no money on gas.,Not enough variety to choose from,32,Male,Bachelor's Degree,"$200,000 - $300,000",Urban,Yes,Illinois,Chicago,No
2020-09-18 16:45:20,2020-09-18 16:49:33,IP Address,73.75.32.31,100,252,True,2020-09-18 16:49:33,R_7WDWgWNF01xalkB,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,"Decreased ECO footprint ","Charging availability ",27,Female,Master's Degree,"$40,000 - 80,000",Urban,Yes,"Illinois ","Chicago ",No
2020-09-18 16:46:53,2020-09-18 16:49:59,IP Address,67.175.46.248,100,186,True,2020-09-18 16:50:00,R_1dishXYHvrfYEzg,,,,,42.0106964111328125,-87.66570281982421875,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,carbon footprint,I don't know,31,Female,Master's Degree,"$120,000 - $160,000",Urban,Yes,Illinois,Chicago,No
2020-09-18 16:46:40,2020-09-18 16:50:11,IP Address,47.185.225.113,100,210,True,2020-09-18 16:50:11,R_1oqjRX9hUvObQO8,,,,,33.014801025390625,-96.618896484375,anonymous,EN,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,"Good for the environment, newer electric cars have better power as well",More variety/options,31,Male,Some College,"$80,000 - 120,000",Suburban,Yes,Texas,Plano,No
2020-09-18 16:59:30,2020-09-18 17:01:20,IP Address,174.196.135.215,100,110,True,2020-09-18 17:01:20,R_1pVUxPUcKumn66C,,,,,38.760894775390625,-77.15529632568359375,anonymous,EN,Somewhat disagree,,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,,,29,Female,Doctorate Degree,"$80,000 - 120,000",Urban,Yes,District of columbia,"Washington ",No
2020-09-18 17:12:04,2020-09-18 17:15:14,IP Address,136.49.41.2,100,189,True,2020-09-18 17:15:15,R_3pmwwHyuBQ3CBa8,,,,,30.2422943115234375,-97.7671966552734375,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Not having to spend money on gas. Carbon footprint. ",Distance with single charge. Ability to recharge at home (such as for a person living in an apartment ),33,Female,Doctorate Degree,"$200,000 - $300,000",Urban,Yes,Texas,Austin,No
2020-09-18 17:33:19,2020-09-18 17:36:15,IP Address,192.34.42.46,100,176,True,2020-09-18 17:36:15,R_31XdFvzcVGeKvmR,,,,,32.976104736328125,-115.5290985107421875,anonymous,EN,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,"Rechargeable, reduction of gas consumption, more efficient",Battery improvements/replacement of expensive batteries after a couple of years,32,Male,Master's Degree,"$80,000 - 120,000",Urban,Yes,California,San Diego,No
2020-09-18 17:35:18,2020-09-18 17:44:16,IP Address,99.9.232.19,100,538,True,2020-09-18 17:44:17,R_1mqniDGKFQzWfWt,,,,,39.01690673828125,-94.31369781494140625,anonymous,EN,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Lower operating cost,Size and range,63,Female,Bachelor's Degree,"$80,000 - 120,000",Suburban,Yes,Missouri,Blue Springs,No
2020-09-18 18:17:15,2020-09-18 18:19:47,IP Address,103.42.217.68,100,151,True,2020-09-18 18:19:47,R_3ivQRCwptWx7IdS,,,,,16.7826995849609375,96.177093505859375,anonymous,EN,Somewhat agree,Agree,Disagree,Strongly agree,Agree,Disagree,Somewhat agree,31,Availability of charging point in our county’,32,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,No,,Yangon,No
2020-09-18 20:01:29,2020-09-18 20:02:54,IP Address,174.237.10.125,100,85,True,2020-09-18 20:02:54,R_3NwficVvFUcQn0w,,,,,35.078094482421875,-106.65830230712890625,anonymous,EN,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,"Savings on gasoline ","Distance ",32,Female,Master's Degree,"$40,000 - 80,000",Suburban,Yes,Texas,"El Paso ",No
2020-09-18 20:40:46,2020-09-18 20:45:26,IP Address,70.113.85.57,100,280,True,2020-09-18 20:45:27,R_2tDwpArPctBLmPj,,,,,30.2720947265625,-97.686798095703125,anonymous,EN,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Agree,,"It's not the cars themselves. It's the infrastructure. My condo building has no way for me to install a charger and driving to my hometown (Little Rock) from Austin would take so much longer given the the and few locations to recharge. ",41,Male,Master's Degree,"$160,000 - $200,000",Urban,Yes,Texas,Austin,No
2020-09-18 21:14:11,2020-09-18 21:20:08,IP Address,103.73.237.240,100,356,True,2020-09-18 21:20:08,R_1GU1Hqm448Wy4NV,,,,,16.7826995849609375,96.177093505859375,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Neither agree nor disagree,,,34,Male,Bachelor's Degree,"Less than $40,000",Suburban,No,yangon,"yangon ",No
2020-09-18 22:29:18,2020-09-18 22:30:50,IP Address,75.7.170.155,100,91,True,2020-09-18 22:30:50,R_UWKK8zkj5vQqiwp,,,,,32.937896728515625,-96.83840179443359375,anonymous,EN,Strongly Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,"Saving the environment ",Range,29,Male,Master's Degree,"$40,000 - 80,000",Urban,Yes,Tx,Dallas,No
2020-09-18 22:42:38,2020-09-18 22:44:44,IP Address,172.126.19.3,100,126,True,2020-09-18 22:44:45,R_xGzs3Z5SM30Wd5T,,,,,32.988006591796875,-96.6884002685546875,anonymous,EN,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,64,Female,Bachelor's Degree,,Suburban,Yes,Texas,"Richardson ",No
2020-09-18 23:18:33,2020-09-18 23:20:19,IP Address,103.231.92.178,100,106,True,2020-09-18 23:20:19,R_1I3EgvPgbfvcOcY,,,,,16.7826995849609375,96.177093505859375,anonymous,EN,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,,,,,Master's Degree,,Urban,No,,,No
2020-09-18 23:21:40,2020-09-18 23:24:08,IP Address,109.41.67.214,100,148,True,2020-09-18 23:24:09,R_O1HKN5SNCm89nDH,,,,,53.5543975830078125,9.994598388671875,anonymous,EN,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,"Environmentally friendly ","Pricing ",42,Male,Master's Degree,"$120,000 - $160,000",Urban,No,Gernany,Hamburg,No
2020-09-18 23:39:53,2020-09-18 23:42:18,IP Address,84.137.3.63,100,145,True,2020-09-18 23:42:19,R_1JQpSPYAXQQT9Gr,,,,,50.3567047119140625,7.59320068359375,anonymous,EN,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,,,38,Male,Doctorate Degree,"$200,000 - $300,000",Suburban,No,Germany/Rhineland Palatinate,Koblenz,No
2020-09-18 23:53:58,2020-09-18 23:56:31,IP Address,69.160.24.149,100,153,True,2020-09-18 23:56:32,R_28V9Vv3dUxUGIFu,,,,,16.7826995849609375,96.177093505859375,anonymous,EN,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Design,Reliability,32,Female,Master's Degree,,Urban,No,Yangon,Yangon,No
2020-09-19 00:04:27,2020-09-19 00:07:03,IP Address,203.81.83.199,100,156,True,2020-09-19 00:07:04,R_1IZ2WzmpzaZUYww,,,,,22,96.08331298828125,anonymous,EN,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Not having to pay for the Petrol. Reduce carbon footprint.,"Not so accessible for every country/context. High maintenance.  ",23,Male,Bachelor's Degree,"Less than $40,000",Urban,No,,Yangon,No
2020-09-19 00:19:45,2020-09-19 00:23:31,IP Address,24.112.16.93,100,225,True,2020-09-19 00:23:31,R_3KCw3LrRKiS89Jf,,,,,34.002593994140625,-96.38320159912109375,anonymous,EN,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Eco friendly,"Doesn’t seem to be at the same prices as comparable gas cars, can’t go as long as I’d like without charging, not set up to charge at my house ",28,Female,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,Texas,Frisco,No
2020-09-19 00:30:45,2020-09-19 00:32:19,IP Address,89.247.252.154,100,94,True,2020-09-19 00:32:20,R_3PuwJP9ZJUydigM,,,,,52.443695068359375,13.5052032470703125,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,None. I hate all cars,Free public transport,43,Male,Doctorate Degree,"$40,000 - 80,000",Urban,No,Germany,Berlin,No
2020-09-19 01:42:24,2020-09-19 01:44:34,IP Address,84.141.89.100,100,129,True,2020-09-19 01:44:34,R_1C0YFJVWRECAmxH,,,,,51.532501220703125,9.9420928955078125,anonymous,EN,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Disagree,Somewhat agree,,,42,Female,Master's Degree,"$40,000 - 80,000",Urban,No,Germany,"Göttingen ",No
2020-09-19 04:35:09,2020-09-19 04:39:32,IP Address,208.114.92.16,100,262,True,2020-09-19 04:39:32,R_3jeoxEp9TcvesWJ,,,,,39.5594024658203125,-95.130401611328125,anonymous,EN,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,No buying petro and better for environment,"Affordability ",58,Female,Some College,"$40,000 - 80,000",Rural,Yes,"Kansas ",Atchison,No
2020-09-19 05:15:38,2020-09-19 05:18:33,IP Address,89.14.253.71,100,174,True,2020-09-19 05:18:33,R_31SHuN1uTuZve3L,,,,,52.5312042236328125,13.3878021240234375,anonymous,EN,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,They're silent,A proper range,35,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,No,Berlin,Berlin,No
2020-09-19 10:58:10,2020-09-19 10:59:57,IP Address,50.201.196.100,100,107,True,2020-09-19 10:59:57,R_3kzInYhNfD8Zq3p,,,,,42.0305023193359375,-88.3780975341796875,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,"No gas needed, saves money",Distance for long trips,28,Female,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,Illinois,Pingree Grove,No
2020-09-19 11:43:55,2020-09-19 11:44:52,IP Address,91.1.91.79,100,56,True,2020-09-19 11:44:52,R_1I74mbIOI1sOl7S,,,,,52.4777069091796875,13.29510498046875,anonymous,EN,,,,,,,,,,,,,,,,,,
2020-09-19 11:52:24,2020-09-19 11:54:54,IP Address,104.200.129.62,100,150,True,2020-09-19 11:54:54,R_3NNX7HDg94sTBJy,,,,,47.6031951904296875,-122.3412017822265625,anonymous,EN,Disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,,,29,Other,Bachelor's Degree,"Less than $40,000",Urban,Yes,"Oregon ","Portland ",No
2020-09-19 11:53:34,2020-09-19 11:55:27,IP Address,72.205.64.100,100,113,True,2020-09-19 11:55:27,R_1NymoiBkh9tJekv,,,,,34.4398040771484375,-119.73149871826171875,anonymous,EN,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly Disagree,Neither agree nor disagree,,,32,Female,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,"California ","Santa Barbara ",No
2020-09-19 14:45:41,2020-09-19 14:59:26,IP Address,174.86.252.84,100,824,True,2020-09-19 14:59:26,R_1N2lPCv1pGuhVsy,,,,,38.54229736328125,-89.95880126953125,anonymous,EN,Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Doing something good for the environment.,Distance traveled on one charge,37,Female,Bachelor's Degree,"$120,000 - $160,000",Suburban,Yes,IL,,No
2020-09-19 18:16:51,2020-09-19 18:20:43,IP Address,50.102.69.185,100,232,True,2020-09-19 18:20:44,R_3PFBAeRxWEy1TkR,,,,,41.229095458984375,-85.329498291015625,anonymous,EN,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,,,34,Male,Master's Degree,"$80,000 - 120,000",Suburban,Yes,IL,Lombard,No
2020-09-19 18:18:15,2020-09-19 18:21:02,IP Address,24.216.124.45,100,167,True,2020-09-19 18:21:02,R_1BQ35pzxluKC3GO,,,,,38.575897216796875,-90.51670074462890625,anonymous,EN,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,ROI,"National, broadly available infrastructure for recharging.",50,Male,Doctorate Degree,,Suburban,Yes,MO,St. Louis,No
2020-09-19 20:23:47,2020-09-19 20:25:27,IP Address,76.183.147.66,100,99,True,2020-09-19 20:25:27,R_3QMDlM7AYnIqIDq,,,,,32.963592529296875,-96.74680328369140625,anonymous,EN,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,,,35,Female,Master's Degree,"$120,000 - $160,000",Suburban,Yes,TX,Richardson,No
2020-09-19 23:18:50,2020-09-19 23:20:10,IP Address,76.176.58.233,100,79,True,2020-09-19 23:20:10,R_1OCBWAeZ6zAjtWN,,,,,33.0287017822265625,-117.0845947265625,anonymous,EN,Strongly Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,no service,high price,44,Male,Master's Degree,,Suburban,Yes,,,
2020-09-20 04:27:52,2020-09-20 04:30:04,IP Address,103.231.94.165,100,132,True,2020-09-20 04:30:05,R_2zpSoQm5GNvGSrf,,,,,16.7826995849609375,96.177093505859375,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly agree,Disagree,Somewhat agree,traction and cargo space,traction and cargo space,32,Male,Master's Degree,"$40,000 - 80,000",Urban,No,Myanmar,Yangon,No
2020-09-20 07:08:09,2020-09-20 07:13:16,IP Address,99.112.160.45,100,307,True,2020-09-20 07:13:16,R_3mleNbCfb5nlUE1,,,,,30.3773040771484375,-97.70999908447265625,anonymous,EN,Somewhat agree,Agree,Agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,,"I honestly don’t know much about electric cars other than Tesla. ",24,Female,Master's Degree,"$80,000 - 120,000",Suburban,Yes,"Tx ",Austin,No
2020-09-21 11:26:27,2020-09-21 11:27:40,IP Address,198.54.107.188,100,73,True,2020-09-21 11:27:40,R_3feoaWVvB2Eaw4I,,,,,41.8719024658203125,-87.65889739990234375,anonymous,EN,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Long-term benefits and cost saving,Affordability,29,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,IL,Chicago,No
2020-09-22 11:45:35,2020-09-22 11:47:12,IP Address,173.161.30.113,100,96,True,2020-09-22 11:47:12,R_3DkaE04UoPrOAOW,,,,,41.4933929443359375,-87.35479736328125,anonymous,EN,Somewhat disagree,Disagree,Disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Emissions/Cheaper fuel,Range/Selection,28,Male,Some College,"$120,000 - $160,000",Rural,Yes,IN,,No
2020-09-22 18:33:46,2020-09-22 18:37:54,IP Address,27.125.145.115,100,247,True,2020-09-22 18:37:55,R_3VEqin7Ji4twgRb,,,,,1.3191070556640625,103.7886962890625,anonymous,EN,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,The technology; drive; acceleration,"Chargers - usb c ports; android car play, ◉‿◉",38.5,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,No,Singapore,Singapore,No
2020-09-22 21:43:10,2020-09-22 21:44:49,IP Address,98.165.117.83,100,98,True,2020-09-22 21:44:49,R_11d2BnuilAOS3El,,,,,33.3123931884765625,-111.91950225830078125,anonymous,EN,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,"Price of electricity versus price of gas, reduced maintenance cost over the long-run",Range-anxiety for road trips,35,Male,Bachelor's Degree,"$80,000 - 120,000",Suburban,Yes,AZ,Tempe,No
